title,rating,offer_price,origional_price,url,description,des,dis2
Arihant GHPC Checkered Cotton Regular Fit Formal Shirt for Men  ,4.1 out of 5 stars,699,"₹699₹1,799",https://www.amazon.in//Arihant-Checkered-Sleeves-Regular-AX819602_42/dp/B08MWHLXJS/ref=sr_1_17?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-17-catcorr,"Brand Name :- ArihantManufacturer :- Geo Commerce Pvt. Ltd. Product Description : A Well Designed 100% Cotton Formal Shirt With Structured Cuts And Regular Fitting, Half Sleeves And Classic Collar With A Pointed Patch Pocket On Chest. Don This Shirt With A Pair Of Well Fitted Pants And You Are All Set To Make An Impression. Note :- Product Colour May Slightly Vary Due To Photographic Lighting Sources Or Your Monitor Settings",Package Dimensions:58.8 x 36.5 x 7 cm; 40 GramsDate First Available:27 November 2020Manufacturer:Geo Commerce Pvt. Ltd.ASIN:B08MWGZ6BSItem part number:AX81960138Department:MenManufacturer:Geo Commerce Pvt. Ltd.Item Weight:40 gGeneric Name:Formal Shirt,"Care Instructions: Machine WashFit Type: Regular FitOccasion :- Formal, Office & Business Wear; Fabric :- CottonColor :- Black; Sleeve Type :- Half SleevesCollar Style :- Classic Collar; Pocket Detail :- Patch Pocket On ChestStyle Name :- Checkered; Package Content :- 1 Formal Shirt For MenCare Instructions :- Machine Wash Warm, Wash Dark Colours Separately, Do Not Bleach, Tumble Dry Low, Warm Iron."
"Leriya Fashion Offers All Kinds of Tops for Both Women and Girls - Tops for Women  ₹349₹349 ₹1,999₹1,999 ",3.5 out of 5 stars,349,"₹349₹1,999",https://www.amazon.in//Leriya-Fashion-Womens-Sleeves-36-inch/dp/B07MZ4GNGD/ref=sr_1_9?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-9-catcorr,"Crisp white Slab Cotton shirt, has a mandarin collar, three-quarter bell sleeves with tie-up detail, concealed full button placket, straight hem. This product is made of Synthetic, Crape. Available in size :- S, M, L and XL. Ideal for daily, casual, party/evening, office/work wear, or semi formal occasion . Very nice and comfortable smart western wear clothes for women designed in line with the best international trends.Latest fashion that looks great and stylish on girls and would make an amazing gift. Note - the colour might appear slightly different due to changes in your screen resolution.","Product Dimensions:12 x 12 x 2 cm; 249 GramsDate First Available:19 November 2019Manufacturer:Leriya FashionASIN:B085HWRC3HItem model number:LF-W1223-SDepartment:WomenManufacturer:Leriya Fashion, Leriya FashionItem Weight:249 gItem Dimensions LxWxH:12 x 12 x 2 CentimetersNet Quantity:1.00 countGeneric Name:Top",Care Instructions: Dry Clean OnlyFit Type: regular fitColor Name: BlackMaterial: RayonDry clean onlyTunicThree Quarter sleeveRound neck
Amazon Brand - Symbol Men's Regular Fit Shirt  ,4.1 out of 5 stars,429,"₹429₹1,199",https://www.amazon.in//Amazon-Brand-Symbol-Regular-SS20-SYM-FS-01_EPP-1A_White/dp/B081QJRMW9/ref=sr_1_15?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-15-catcorr,An Amazon Brand - Symbol is a western wear brand of everyday basics for men and women. It offers great fits and quality fabrics made affordable and accessible. Our products encapsulate the values of simplicity and longevity. Made with such care and craftsmanship.,Package Dimensions:22.8 x 21.9 x 6.8 cm; 290 GramsDate First Available:19 November 2019Manufacturer:Amazon Brand - SymbolASIN:B081QK31TZItem model number:SS20-SYM-FS-01_EPP-1ADepartment:MenManufacturer:Amazon Brand - SymbolItem Weight:290 gGeneric Name:Shirt,Care Instructions: Machine WashFit Type: Regular Fit100% Cotton fabricSemi cut-away collarChiselled cuffCut & sew front placketMade in IndiaMachine wash
Dennis Lingo Men's Solid Slim Fit Casual Shirt  ,3.9 out of 5 stars,712,"₹712₹2,499",https://www.amazon.in//Dennis-Lingo-Casual-AZ502_DARKBLUE_L_Dark-Blue_L/dp/B0787QSG89/ref=sr_1_13?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-13-catcorr,"Product Details:This Blue Denim Casual shirt has a spread collar, A full button Placket, Long Sleeves, Yoke on the shoulder, and a curved hemlineSize and FitSlim FitThe Model (height 6 foot and shoulders 18 inches is wearing size 40/LPlease check the size chart for more details before orderingMaterial & Care100% Premium Cotton (Machine Wash Warm)Style TipEnhance your look by wearing this trendy shirt. Team it with a pair of blue denims and white sneakers for a fun Saturday night with friendsStill Confused don’t be, we offer 30 day Return Policy with full refunds(No questions asked)About the Brand DENNIS LINGOFinding Basic premium Essential wear should not be a task, that’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at rock bottom prices","Is Discontinued By Manufacturer:NoProduct Dimensions:30 x 24 x 1 cm; 200 GramsDate First Available:10 June 2018Manufacturer:Swastik CreationASIN:B0787S1HTDItem model number:AZ502_DARKBLUE_SDepartment:MenManufacturer:Swastik Creation, Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Packer:Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Item Weight:200 gItem Dimensions LxWxH:30 x 24 x 1 CentimetersNet Quantity:1 NumbersIncluded Components:Casual ShirtGeneric Name:Casual Shirt","Care Instructions: Machine WashFit Type: slim fit100% premium denim Cottton, pre washed for an extremely soft finish and rich lookStylish full sleeve casual shirtModern slim fit ( we have updated our size chart, please refer the size chart for new measurements before ordering)Best for casual & smart casual wearSize chart - s-38, m-40, cold-42, xl-44, xxxl-46"
IndoPrimo Men's Slim Fit Casual Shirt  ,3.8 out of 5 stars,699,"₹699₹1,999",https://www.amazon.in//IndoPrimo-Cotton-Casual-Stylish-Sleeve/dp/B08R21T75D/ref=sr_1_6?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-6-catcorr,"Shop from a wide range of Casual Shirt from IndoPrimo . Perfect for your everyday use, you could pair it with a stylish pair of Jeans or Trousers complete the look.",Is Discontinued By Manufacturer:NoPackage Dimensions:26.7 x 23.8 x 6 cm; 280 GramsDate First Available:31 August 2018Manufacturer:IndoPrimoASIN:B08R21DKPCItem part number:Men's Stylish Casual Shirt LizaDepartment:MenManufacturer:IndoPrimoItem Weight:280 gNet Quantity:1.00 Unit,"Care Instructions: Hand Wash OnlyFit Type: Regular Fit100% High-grade Cotton Fabrics: Good capability of tenderness, air permeability and moisture absorption feels soft and comfy.Suitable for: Sports, Casual, Business Work, Date, Party, Perfect gift for families, friends and boyfriendSlim Fit , Fabric: 100% Cotton , Full Sleeve ,Casual ShirtsHigh Quality Fabric and StitchingWash Instruction: Handwash / Machine wash| Low iron and tumble dry on low heat"
"ACCOX Men's Half Sleeves Formal Regular Fit Cotton Plain Shirt(Green,GO550)  ",3.9 out of 5 stars,499,"₹499₹1,480",https://www.amazon.in//ACCOX-Sleeves-Formal-Regular-GO550_42/dp/B08LBKPBHL/ref=sr_1_16?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-16-catcorr,"Look smart in casual/ formal/ partywear shirt from the house of Accox. The stylish look enhances the overall appreal of this shirt. This shirt ensures great comfort all day long. This shirt can be best teamed with a pair of trousers,jeans,chinos and lace-ups. Color and Sizes available.",Package Dimensions:14 x 14 x 4 cm; 190 GramsDate First Available:17 October 2020Manufacturer:Geeta'sASIN:B08LBKCYSYItem part number:GO550_40Department:MenManufacturer:Geeta'sItem Weight:190 gNet Quantity:1.00 Count,"Care Instructions: Hand Wash OnlyFit Type: Regular FitMaterial: CottonFit: Comfort Regular Fit :: Print:-PlainOccasion: Formal Wear,Party Wear,Occasion Wear,Office Wear,Casual Wear,beach WearOur Size Chart Measurements : M=38, L=40,XL=42,XXL=44,3XL=46Wash Care: Machine wash cold; Wash dark colors separately; Do not bleach; Dry in shade; Tumble dry low; Do not dry clean; Use steam iron"
"Siyaram's Men's Unstitched 2.25 m Trouser and Shirt Fabric Combo (Multicolour, Free Size)  ",3.8 out of 5 stars,552,₹552,https://www.amazon.in//Siyarams-Unstitched-Trouser-Fabric-Multicolour_2-25m/dp/B01MRY9SNX/ref=sr_1_21?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-21-catcorr,"Features : Fresh Fabric: Pant Self or plain/ Shirt Check or Line, Pant/Shirt Blend: P/V 65/35, C/P 20/80, Net Quantity: Pant (1No.), Shirt (1No.), Length: 1.20 m. (Pant), 2.25 m. (Shirt), Width: 1.47 m, 90 cm, Colour Family: Multi Design. Lifestyle Casual/Gift Purpose Wash Care Hand Wash Each combo pack consists of different colour and design from the picture of combo.",Is Discontinued By Manufacturer:NoPackage Dimensions:15 x 5 x 5 cm; 100 GramsDate First Available:14 December 2016Manufacturer:Siyaram'sASIN:B01MRY9SNXItem part number:FVB-CO617Department:Unisex-adultManufacturer:Siyaram'sItem Weight:100 g,"Care Instructions: Hand Wash OnlyFit Type: Regular FitPant Self or plain/ Shirt Check or Line1.20 mts. (Pant), 2.25mts. (Shirt)Pant Self or plain/ Shirt Check or Line (Combo)Hand Wash"
ACCOX Men's Half Sleeves Formal Regular Fit Cotton Plain White Shirt(GO589)  ,4.7 out of 5 stars,499,"₹499₹1,480",https://www.amazon.in//ACCOX-Sleeves-Formal-Regular-GO589_42/dp/B08T732MQX/ref=sr_1_22?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-22-catcorr,"Look smart in casual/ formal/ partywear shirt from the house of Accox. The stylish look enhances the overall appreal of this shirt. This shirt ensures great comfort all day long. This shirt can be best teamed with a pair of trousers,jeans,chinos and lace-ups. Color and Sizes available.",Package Dimensions:14 x 14 x 4 cm; 190 GramsDate First Available:30 April 2021Manufacturer:Geeta'sASIN:B08T6ZTJKMItem part number:GO589_38Department:MenManufacturer:Geeta'sItem Weight:190 gNet Quantity:1.00 count,"Care Instructions: Hand Wash OnlyFit Type: Regular FitMaterial: CottonFit: Comfort Regular FitOccasion: Formal Wear,Party Wear,Occasion Wear,Office Wear,Casual Wear,beach WearOur Size Chart Measurements : M=38, L=40,XL=42,XXL=44,3XL=46Wash Care: Machine wash cold; Wash dark colors separately; Do not bleach; Dry in shade; Tumble dry low; Do not dry clean; Use steam iron"
"Purabelle Unisex Shirt Tucker Stays Lock Belt Strap Adjustable Elastic Wrinkle-Free Non-Garters Stay Clamps holder Keeps (Black,Free Size)  ",4.1 out of 5 stars,349,₹349₹499,https://www.amazon.in//Purabelle-Adjustable-Elastic-Wrinkle-Free-Non-Garters/dp/B08WLVZ2FH/ref=sr_1_11?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-11-catcorr,"Purabelle Adjustable | Non-Slip | Locking Clamps |Invisible Elastic Shirt Stays Tucker Garter Belt for Men And Women (Black)  No one likes a half-undone shirt, it looks sloppy and unprofessional, and constantly tucking it back in is even more embarrassing. It uses a revolutionary design and functionality in order to enhance your aesthetic and professional appearance. Comfortable enough for daily wear. You know the classic saying: You never get a second chance to make a first impression. Our Shirt Stays -Belt Style widely used for Military，Police，Lawyer，Business person， Waiter and so on. Fit for men and women waist!!    Features:  It is designed to keep your shirt tucked in to be worn daily and withstand washing. The shirt stays are made with a durable elastic strap, an adjustable buckle, and metal clip with nylon teeth. The adjustable buckle ensures that once adjusted it will not readjust. The metal clip firmly grips on to your shirt and socks to keep your shirt tucked in and looking good. Metal clasps with nylon teeth firmly grip your shirts all day without damaging them.  HOW TO USE?: Step 1: Slide last shirt button into the metal clip. Step 2:Wrap tucker around waist and fasten， adjust the size to fit accordingly. Step 3:Put on your pants, keeps your body a more slim appearance.  ",Package Dimensions:17 x 10 x 6 cm; 200 GramsDate First Available:15 February 2021Manufacturer:PurabelleASIN:B08WLVZ2FHItem part number:PB-STB01Country of Origin:IndiaManufacturer:PurabelleItem Weight:200 gNet Quantity:1.00 countGeneric Name:Shirt Tucker,"The adjustable shirt holders are suitable for people usually need to wear shirt, both men and women, or for people have to interview, give a speech, go to the wedding, work, attend official occasions, and so onThe shirt lock belt is easy to use, the buckle slot is convenient for you to tie the belt, can keep the shirt tucked in tightly, keep it flat and neat, make you look charmingThe elastic shirt belts are made of spandex and the hook is made of nylon, durable to use, they are elastic, will not make your shirt slip out, lightweight to wear, will not give you burden, can resist to sweat, abrasion, meet your need in neat appearanceYou will get 1 pieces shirt stay lock belts, enough quantity for you to wear for daily life, suitable for your various shirtsCare Instructions: Dry Clean Only"
Dennis Lingo Men's Solid Slim Fit Casual Shirt  ,4.0 out of 5 stars,712,"₹712₹2,499",https://www.amazon.in//Dennis-Lingo-Casual-C501_MediumBlue_M_Medium-Blue_M/dp/B06XR3R6RM/ref=sr_1_12?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-12-catcorr,"Product Details:This Casual Washed Denim shirt has a Slim collar,2 Flap Pockets, A full button Placket, Long Sleeves, and a curved hemlineSize and FitSlim FitThe Model (height 6 foot and shoulders 18 inches is wearing size 40/LPlease check the size chart for more details before orderingMaterial & Care100% Premium Cotton Denim(Machine Wash Regular)Style TipEnhance your look by wearing this trendy shirt. Team it with a pair of Ripped Denim and white sneakers for a fun Casual lookAbout the Brand DENNIS LINGOFinding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at rock bottom prices","Product Dimensions:30 x 24 x 1 cm; 200 GramsDate First Available:25 May 2018Manufacturer:Swastik CreationASIN:B07D9TT9YHItem model number:C501_GREY_SDepartment:MenManufacturer:Swastik Creation, Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Packer:Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Item Weight:200 gItem Dimensions LxWxH:30 x 24 x 1 CentimetersNet Quantity:1 NumbersIncluded Components:Casual ShirtGeneric Name:Shirt","Care Instructions: Machine WashFit Type: slim fit100% premium denim Cottton, pre washed for an extremely soft finish and rich lookStylish full sleeve casual shirtModern slim fit ( we have updated our size chart, please refer the size chart for new measurements before ordering)Best for casual & smart casual wearSize chart - s-38, m-40, cold-42, xl-44, xxxl-46"
Campus Sutra Checkered Cotton Casual Shirts -Ideal for Men  ,3.6 out of 5 stars,595,"₹595₹1,499",https://www.amazon.in//Campus-Sutra-Checkered-Regular-AZ17SHRT_BGCHK1_M_PLN_DNBU_AZ_Denim/dp/B071NTZXPB/ref=sr_1_20?dchild=1&keywords=shirts&qid=1620300786&s=computers&sr=1-20-catcorr,Wear this spread collar solid shirts from the house of campus sutra. We suggest teaming it with a pair of jeans and casual shoes for a great look.,"Is Discontinued By Manufacturer:NoProduct Dimensions:26 x 22 x 1.5 cm; 350 GramsDate First Available:9 May 2017Manufacturer:Campus SutraASIN:B07283PVYPItem model number:AZ17SHRT_BGCHK1_M_PLN_DNBU_AZ_SDepartment:MenManufacturer:Campus Sutra, Campus Sutra Retail private limited,2nd floor, 117/A,5th main road,yeshwanthpur,Bengaluru 560022Packer:Campus Sutra Retail private limited,2nd floor, 117/A,5th main road,yeshwanthpur,Bengaluru 560022Importer:Campus Sutra Retail private limited,2nd floor, 117/A,5th main road,yeshwanthpur,Bengaluru 560022Item Weight:350 gItem Dimensions LxWxH:26 x 22 x 1.5 CentimetersNet Quantity:1 NumbersIncluded Components:1 ShirtGeneric Name:Casual Shirt","Care Instructions: Machine WashFit Type: regular fitStyle: CheckeredClosure:Button, Classic fit with comfortCollar:Polo ,Sleeve :Full SleeveOccasion: Casual; fabric :Pure CottonWash separately, mild detergent and dry inside out"
