title,rating,offer_price,origional_price,url,description,des,dis2
Zombom Men's Regular Fit Casual Shirt  ,3.8 out of 5 stars,659,"₹659₹2,549",https://www.amazon.in//Zombom-Sleeve-Cotton-Casual-Shirt/dp/B078V94BZS/ref=sr_1_11?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-11,,Package Dimensions:22.8 x 21.6 x 6.7 cm; 240 GramsDate First Available:30 November 2017Manufacturer:ZombomASIN:B078VB9TGJItem part number:ZBSH705_Black_38Department:MenManufacturer:ZombomItem Weight:240 g,Fit Type: Regular FitFabric: 100% CottonStyle: RegularNeck Style: CollaredPattern: SolidSleeve Type: Full Sleeve
Kevin Swift Men's Printed Regular Fit Casual Shirt  ,3.9 out of 5 stars,499,"₹499₹1,670",https://www.amazon.in//Kevin-Swift-Printed-Regular-rt43greenl_Sage/dp/B08C8M2DY8/ref=sr_1_12?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-12,,"Product Dimensions:18 x 18 x 1 cm; 300 GramsDate First Available:2 July 2020Manufacturer:Kevin SwiftASIN:B08C8KP8BWItem model number:rt43greysDepartment:MenManufacturer:Kevin Swift, Retail Boost, Udhna Udyog Nagar, SuratPacker:Retail Boost, Udhna Udyog Nagar, SuratImporter:Not Imported. Made in IndiaItem Weight:300 gItem Dimensions LxWxH:18 x 18 x 1 CentimetersGeneric Name:Casual Shirt",Care Instructions: Hand Wash OnlyFit Type: regular fitFlint GreyFabric: 100% Premium CotttonWash Care: Hand Washregular fitlong sleeve
"Amazon Brand - Inkast Denim Co. Men's Slim Fit Casual Shirt  ₹549₹549 ₹2,199₹2,199 ",3.8 out of 5 stars,549,"₹549₹2,199",https://www.amazon.in//Amazon-Brand-Inkast-S-33A_Ice-Blue_Medium/dp/B07GSH83Y6/ref=sr_1_13?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-13,"INKAST 100% Cotton Indigo casual shirt. Apt for casual outings, this shirt keeps you comfortble and stylish all day long.",Package Dimensions:36.4 x 28.4 x 4.6 cm; 360 GramsDate First Available:23 August 2018Manufacturer:Inkast Denim Co.ASIN:B07GSL2C8SItem model number:IN-S-33ADepartment:MenManufacturer:Inkast Denim Co.Item Weight:360 gGeneric Name:Casual Shirt,"Care Instructions: Machine WashFit Type: Slim FitMaterial - 100% CottonSlim fit and Full sleeve shirtCollar style - Button down collar; Cuff style - Single cuffPattern - Solid Men’s Casual ShirtIndigo dyed ice washed shirt with button down collar & stylised chest pocketMachine wash warm, wash dark colors separately, do not bleach, tumble dry low, warm Iron"
US Polo Kids Boys' Plain Regular Fit Shirt  ,,529,"₹529₹1,299",https://www.amazon.in//US-Polo-Regular-UJSH5227_Me-Yellow_EL/dp/B07FPFF5PY/ref=sr_1_14?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-14,boys-shirt-y/d swriper oxford-hs-me. yellow-me. yellow -fashion,"Product Dimensions:36 x 28 x 5 cm; 300 GramsDate First Available:19 July 2018Manufacturer:Arvind Lifestyle Brands Pvt LtdASIN:B07FPFF5PYItem model number:UJSH5227Country of Origin:IndiaDepartment:BoysManufacturer:Arvind Lifestyle Brands Pvt Ltd, ARVIND LIFESTYLE BRANDS LTD, Du parc trinity, 8th floor, 17, M.G. Road, banglore - 560001Packer:ARVIND LIFESTYLE BRANDS LTD, Du parc trinity, 8th floor, 17, M.G. Road, banglore - 560001Item Weight:300 gItem Dimensions LxWxH:36 x 28 x 5 CentimetersGeneric Name:Shirt",Care Instructions: Machine WashFit Type: regular fitMaterial: cottonHalf sleevemachine wash
IndoPrimo Men's Regular Fit Casual Shirt  ,4.0 out of 5 stars,699,"₹699₹1,999",https://www.amazon.in//IndoPrimo-Cotton-Casual-Shirt-Sleeves/dp/B08JHT17CV/ref=sr_1_15?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-15,,Is Discontinued By Manufacturer:NoDate First Available:31 August 2018Manufacturer:IndoPrimoASIN:B08KQ2Y4NHItem part number:Latest Men's Casual Shirt 1Department:MenManufacturer:IndoPrimo,"Care Instructions: First Time Dry-Clean followed by hand washFit Type: Regular Fit100% High-grade Cotton Fabrics: Good capability of tenderness, air permeability and moisture absorption feels soft and comfy.Suitable for: Sports, Casual, Business Work, Date, Party, Perfect gift for families, friends and boyfriendSlim Fit , Fabric: 100% Cotton , Full Sleeve ,Casual ShirtsHigh Quality Fabric and StitchingWash Instruction: Machine/Hand-wash in cold water , Low iron and tumble dry on low heat"
Amazon Brand - Symbol Men's Regular Casual Shirt  ,4.0 out of 5 stars,569,"₹569₹1,899",https://www.amazon.in//Amazon-Brand-Checkered-Regular-AZ-SY-RR01_9322_Red-Black_Large/dp/B07QGK8PD2/ref=sr_1_16?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-16,"Amazon బ్రాండ్, సింబల్ నాణ్యత, విశ్వసనీయత మరియు సరసమైన స్తంభాలపై నిర్మించబడింది, ఇది ప్రతిరోజూ మంచిగా కనిపించడానికి సహాయపడే అనేక జీవనశైలి ఎసెన్షియల్స్ అందిస్తుంది. Symbol మిమ్మల్ని సూక్ష్మంగా మరియు సౌకర్యవంతంగా ఉంచే వివిధ రంగులలో క్లాసిక్ క్యాజువల్ షర్టుల శ్రేణిని తెస్తుంది. సౌకర్యం కోసం నిర్మించిన, మా ముఖ్యమైన క్యాజువల్ చొక్కాలు ప్రతి మనిషి వార్డ్రోబ్లో కనిపిస్తాయి. ఈ రెగ్యులర్ ఫిట్ 100% కాటన్ చెక్ షర్ట్ ఒకే ఛాతీ జేబుతో రెగ్యులర్ కాలర్లో రూపొందించబడింది. టాబ్తో స్లీవ్లను రోల్ చేయండి Red నేవీ చెక్స్ యొక్క ఈ క్లాసిక్ కలయికను తప్పనిసరిగా కలిగి ఉండాలి. బహుముఖ క్యాజువల్ లుక్ కోసం తెలుపు స్నీకర్లతో ఒక జత డెనిమ్స్తో ఈ చొక్కా ధరించండి.An Amazon brand, Symbol is built on the pillars of quality, reliability and affordability, offering a range of lifestyle essentials that help you look good every day. Symbol brings a range of classic casual shirts in a variety of colors that keep you subtle & comfortable. Built for comfort, our essential pair of casual shirts find place in every man’s wardrobe. This Regular fit 100% cotton check shirt is designed in regular collar with single chest pocket. Roll up sleeves with tab make this classic combination of Red Navy checks a must have. Wear this shirt with a pair of denims with white sneakers for a versatile casual look.ഒരു Amazon ബ്രാൻഡ്, ഗുണനിലവാരം, വിശ്വാസ്യത, വില താങ്ങാനുള്ള കഴിവ് എന്നിവയുടെ പില്ലറുകളിലാണ് സിംബൽ നിർമ്മിച്ചിരിക്കുന്നത്, ഇത് എല്ലാ ദിവസവും മികച്ചതായി കാണാൻ സഹായിക്കുന്ന ജീവിതശൈലി അവശ്യവസ്തുക്കൾ വാഗ്ദാനം ചെയ്യുന്നു. സിംബൽ വൈവിധ്യമാർന്ന നിറങ്ങളിൽ ക്ലാസിക് കാഷ്വൽ ഷർട്ടുകൾ കൊണ്ടുവരുന്നു, അത് നിങ്ങളെ സൂക്ഷ്മവും സുഖകരവുമാക്കുന്നു. സുഖസൗകര്യങ്ങൾക്കായി നിർമ്മിച്ചത്, ഞങ്ങളുടെ അവശ്യ ജോഡി കാഷ്വൽ ഷർട്ടുകൾ ഓരോ പുരുഷന്‍റെ വാർഡ്രോബിൽ സ്ഥാനം കണ്ടെത്തുന്നു. ഈ റെഗുലർ ഫിറ്റ് 100% കോട്ടൺ ചെക്ക് ഷർട്ട് സാധാരണ കോളറിൽ രൂപകൽപ്പന ചെയ്തിരിക്കുന്നു. ടാബിനൊപ്പം സ്ലീവ് ചുരുട്ടുന്നത് Red Navy ചെക്കുകളുടെ ക്ലാസിക് സംയോജനമാക്കുന്നു. വൈവിധ്യമാർന്ന കാഷ്വൽ രൂപത്തിനായി വെളുത്ത സ്നീക്കറുകളുള്ള ഈ ഷർട്ട് ഒരു ജോഡി ഡെനിമിനോടൊപ്പം ധരിക്കുക.ஒரு Amazon பிராண்ட், Symbol தரம், நம்பகத்தன்மை மற்றும் மலிவு ஆகியவற்றின் தூண்களில் கட்டப்பட்டுள்ளது, இது ஒவ்வொரு நாளும் அழகாக இருக்க உதவும் வாழ்க்கை முறை அத்தியாவசியங்களை வழங்குகிறது. உங்களுக்கு நுட்பமான மற்றும் வசதியாக இருக்கும் பல்வேறு வண்ணங்களில் கிளாசிக் கேஷுவல் சட்டைகளை Symbol கொண்டு வருகிறது. சௌகரியத்திற்காக உருவாக்கப்பட்ட எங்கள் அத்தியாவசிய ஜோடி கேஷுவல் சட்டைகள் ஒவ்வொரு ஆணின் அலமாரிகளிலும் காணப்படுகின்றன. இந்த ரெகுலர் ஃபிட் 100% காட்டன் செக் ஷர்ட் வழக்கமான காலரில் ஒற்றை மார்பு பாக்கெட்டுடன் வடிவமைக்கப்பட்டுள்ளது. நாடாவுடன் ரோல் அப் ஸ்லீவ்ஸ் இந்த கிளாசிக் சிகப்பு நேவி காசோலைகளின் கலவையை உருவாக்குகின்றன. பல பயன் கொண்ட கேஷுவல் தோற்றத்திற்காக வெள்ளை ஸ்னீக்கர்களுடன் ஒரு ஜோடி டெனிம்களுடன் இந்த சட்டையை அணியுங்கள்.Amazon ಬ್ರ್ಯಾಂಡ್, ಚಿಹ್ನೆಯನ್ನು ಗುಣಮಟ್ಟ, ವಿಶ್ವಾಸಾರ್ಹತೆ ಮತ್ತು ಕೈಗೆಟಕುವ ಸ್ತಂಭಗಳ ಮೇಲೆ ನಿರ್ಮಿಸಲಾಗಿದೆ, ಇದು ಪ್ರತಿದಿನ ಉತ್ತಮವಾಗಿ ಕಾಣಲು ಸಹಾಯ ಮಾಡುವ ಜೀವನಶೈಲಿಯ ಅಗತ್ಯ ವಸ್ತುಗಳನ್ನು ನೀಡುತ್ತದೆ. ಚಿಹ್ನೆ ನಿಮ್ಮನ್ನು ಸೂಕ್ಷ್ಮ ಮತ್ತು ಆರಾಮದಾಯಕವಾಗಿರುವ ವಿವಿಧ ಬಣ್ಣಗಳಲ್ಲಿ ಕ್ಲಾಸಿಕ್ ಕ್ಯಾಶುಯಲ್ ಶರ್ಟ್ಗಳ ಶ್ರೇಣಿಯನ್ನು ತರುತ್ತದೆ. ಆರಾಮಕ್ಕಾಗಿ ನಿರ್ಮಿಸಲಾಗಿದೆ, ನಮ್ಮ ಅಗತ್ಯ ಜೋಡಿ ಕ್ಯಾಶುಯಲ್ ಶರ್ಟ್ಗಳು ಪ್ರತಿಯೊಬ್ಬ ಪುರುಷರ ವಾರ್ಡ್ರೋಬ್ನಲ್ಲಿ ಸ್ಥಳವನ್ನು ಕಂಡುಕೊಳ್ಳುತ್ತವೆ. ಈ ನಿಯಮಿತ ಫಿಟ್ 100% ಹತ್ತಿ ಚೆಕ್ ಶರ್ಟ್ ಅನ್ನು ಸಾಮಾನ್ಯ ಕಾಲರ್ನಲ್ಲಿ ಸಿಂಗಲ್ ಚೆಸ್ಟ್ ಪಾಕೆಟ್ನೊಂದಿಗೆ ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ. ಟ್ಯಾಬ್ನೊಂದಿಗೆ ತೋಳುಗಳನ್ನು ರೋಲ್ ಅಪ್ ಮಾಡಿ Red Navy ಚೆಕ್ ಗಳ ಈ ಕ್ಲಾಸಿಕ್ ಸಂಯೋಜನೆಯನ್ನು ಹೊಂದಿರಬೇಕು. ಬಹುಮುಖ ಕ್ಯಾಶುಯಲ್ ನೋಟಕ್ಕಾಗಿ ಬಿಳಿ ಸ್ನೀಕರ್ಗಳೊಂದಿಗೆ ಈ ಶರ್ಟ್ ಅನ್ನು ಧರಿಸಿ.",Package Dimensions:29.46 x 24.37 x 4.83 cm; 200 GramsDate First Available:5 April 2019Manufacturer:Amazon Brand - SymbolASIN:B07QDB4CJFItem model number:AZ-SY-RR01_SHAKTI-02Department:MenManufacturer:Amazon Brand - SymbolItem Weight:200 gGeneric Name:Casual Shirt,Care Instructions: Machine WashFit Type: RegularMaterial - 100% CottonRegular fit and Full sleeve shirtCollar style - Classic collar; Cuff style - Single cuffPattern - Checkered Men’s Casual ShirtMachine washMade in India
Van Heusen Sport Men's Checkered Slim fit Formal Shirt  ,4.2 out of 5 stars,779,"₹779₹1,499",https://www.amazon.in//Van-Heusen-Sport-Checkered-VHSFBSLPW13637_Blue/dp/B07K3FKCGL/ref=sr_1_17?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-17,"Van Heusen shirts offers an array of products perfect for any occasions. Upgrade your wardrobe with this white check shirt, tailored in Slim Fit by Van Heusen.",Package Dimensions:34 x 22.4 x 2.4 cm; 260 GramsDate First Available:1 November 2018Manufacturer:Van Heusen SportASIN:B07K3P9FPPItem model number:VHSFBSLPW13637Department:MenManufacturer:Van Heusen SportItem Weight:260 gGeneric Name:Formal Shirt,Care Instructions: Machine WashFit Type: slim fitColour: Blue With WhiteMaterial: cottonSlim fitLong sleeveMachine wash
Leriya Fashion Plain Regular fit Women's Wear (Casual Shirt Black-S Small)  ,3.2 out of 5 stars,349,"₹349₹1,999",https://www.amazon.in//Leriya-Fashion-Sleeve-Casual-Crepe/dp/B07HF548ZD/ref=sr_1_18?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-18,The product will be an excellent pick for you. It ensures an easy maintenance.,"Product Dimensions:15 x 15 x 4 cm; 199 GramsDate First Available:25 May 2019Manufacturer:Leriya FashionASIN:B07HF548ZDItem model number:Casual shirt Black-SCountry of Origin:IndiaDepartment:WomenManufacturer:Leriya Fashion, Leriya Fashion - Surat - Gujrat - 9879525010 Add :- 102 Upper Ground Shivkrupa Building Asharwala Compound, Opp. Bambawadi Surat Gujarat India 395972Packer:Leriya Fashion - Surat - Gujrat - 9879525010 Add :- 102 Upper Ground Shivkrupa Building Asharwala Compound, Opp. Bambawadi Surat Gujarat India 395972Importer:Dhrvui Trendz - Surat-Gujrat - 97379 95010 102 Upper Ground Shivkrupa Building Asharwala Compound, Opp. Bambawadi Surat Gujarat India 395004Item Weight:199 gItem Dimensions LxWxH:15 x 15 x 4 CentimetersNet Quantity:1 NumbersIncluded Components:1 TOPGeneric Name:Women's Wear",Care Instructions: Dry Clean OnlyFit Type: regular fitColor Name: BlackCrepeDry clean onlyTunicHalf sleeve
Dennis Lingo Men's Solid Slim Fit Casual Shirt  ,3.9 out of 5 stars,712,"₹712₹2,499",https://www.amazon.in//Dennis-Lingo-Casual-AZ502_DARKBLUE_L_Dark-Blue_L/dp/B0787QSG89/ref=sr_1_19?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-19,"Product Details:This Blue Denim Casual shirt has a spread collar, A full button Placket, Long Sleeves, Yoke on the shoulder, and a curved hemlineSize and FitSlim FitThe Model (height 6 foot and shoulders 18 inches is wearing size 40/LPlease check the size chart for more details before orderingMaterial & Care100% Premium Cotton (Machine Wash Warm)Style TipEnhance your look by wearing this trendy shirt. Team it with a pair of blue denims and white sneakers for a fun Saturday night with friendsStill Confused don’t be, we offer 30 day Return Policy with full refunds(No questions asked)About the Brand DENNIS LINGOFinding Basic premium Essential wear should not be a task, that’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at rock bottom prices","Is Discontinued By Manufacturer:NoProduct Dimensions:30 x 24 x 1 cm; 200 GramsDate First Available:10 June 2018Manufacturer:Swastik CreationASIN:B0787S1HTDItem model number:AZ502_DARKBLUE_SDepartment:MenManufacturer:Swastik Creation, Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Packer:Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Item Weight:200 gItem Dimensions LxWxH:30 x 24 x 1 CentimetersNet Quantity:1 NumbersIncluded Components:Casual ShirtGeneric Name:Casual Shirt","Care Instructions: Machine WashFit Type: slim fit100% premium denim Cottton, pre washed for an extremely soft finish and rich lookStylish full sleeve casual shirtModern slim fit ( we have updated our size chart, please refer the size chart for new measurements before ordering)Best for casual & smart casual wearSize chart - s-38, m-40, cold-42, xl-44, xxxl-46"
Dennis Lingo Men's Checkered Slim Fit Cotton Casual Shirt  ,3.7 out of 5 stars,699,"₹699₹2,499",https://www.amazon.in//Dennis-Lingo-Checkered-D-Blue-AZ751_D-Blue_M/dp/B08YNWZ2VQ/ref=sr_1_20?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-20,"Product Details:This Casual Checkered shirt has a Slim Collar, Full Sleeves and a curved hemlineSize and FitSlim FitThe Model (height 6 foot and shoulders 18 inches is wearing size 40/MPlease check the size chart for more details before orderingMaterial & Care100% Premium Cotton (Machine Wash Regular)Style TipEnhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of rugged tapered denims/Or Solid Chinos and White Sneakers for a fun Casual Casual lookAbout the Brand DENNIS LINGOFinding Basic Menswear for daily use can be hard among todays Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices","Product Dimensions:30 x 24 x 1 cm; 220 GramsDate First Available:11 March 2021Manufacturer:Swastik Creation -Gala no.B-21,Bharat Industrial estate, T.J. Road, Sewree (w) ,Mumbai - 400059ASIN:B08YNXHPVWItem part number:AZ751_D-BLUE_SDepartment:MenManufacturer:Swastik Creation -Gala no.B-21,Bharat Industrial estate, T.J. Road, Sewree (w) ,Mumbai - 400059, Swastik Creation -Gala no.B-21,Bharat Industrial estate, T.J. Road, Sewree (w) ,Mumbai - 400025Item Weight:220 gItem Dimensions LxWxH:30 x 24 x 1 CentimetersNet Quantity:1.00 countGeneric Name:Shirt","Care Instructions: Machine WashFit Type: Slim FitFabric - 100% Premium Cotton, Pre-Washed for extremely soft finish and Guaranteed 0% Shrinkage Post WashingStyle - Enhance your look by wearing this Casual Stylish Men's shirt, Team it with a pair of tapered Denims Or Solid Chinos and Loafers for a fun Smart Casual lookFit Type - Size chart - S-38, M-40, L-42, XL-44, XXL-46. Please Check the Size chart before Ordering for the Perfect FitAbout the Brand DENNIS LINGO - Finding Basic Menswear for daily use can be hard among todays Over priced Fast fashion world, where trends change daily. That’s why we started Dennis Lingo, to create a one stop shop for premium essential clothing for everyday use at lowest prices and bring Basics back in trend."
Dennis Lingo Men's Checkered Slim Fit Casual Shirt (C417_Green_M_Green_M)  ,3.9 out of 5 stars,617,"₹617₹2,499",https://www.amazon.in//Dennis-Lingo-Checkered-Casual-C417_Green_XL_Green_XL/dp/B07D9SH8VV/ref=sr_1_21?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-21,,"Product Dimensions:30 x 24 x 1 cm; 200 GramsDate First Available:25 May 2018Manufacturer:Swastik CreationASIN:B07D9TYDMFItem model number:C417_GREEN_SDepartment:MenManufacturer:Swastik Creation, Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Packer:Swastik Creation -B-21, Bharat Ind. Estate, Sewree (w) ,Mumbai-15, Email - dennislingoshirts@gmail.com, Phone No. 022-22010742Item Weight:200 gItem Dimensions LxWxH:30 x 24 x 1 CentimetersNet Quantity:1 NumbersIncluded Components:Casual ShirtGeneric Name:Casual Shirt","Care Instructions: Machine WashFit Type: slim fit100% premium Cotton, pre washed for an extremely soft finish and rich lookStylish full sleeve checkered casual shirtModern slim fit ( we have updated our size chart, please refer the size chart for new measurements before ordering)Best for casual & smart casual wearSize chart - s-38, m-40, cold-42, xl-44, xxxl-46"
BEING FAB Men's Regular fit Casual Shirt  ,3.3 out of 5 stars,399,"₹399₹1,200",https://www.amazon.in//BEING-FAB-Cotton-Casual-Shirt/dp/B082D3HL82/ref=sr_1_22?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-22,"Look trendy and live trendy with a wide range of apparel. Our brand provides quality products which are made from quality material. Which adds beauty and gives an elegant look. There are various collection of products available to choose from. Shop from a wide range of shirt from being fab. Perfect for your everyday use, you could pair it with a stylish pair of jeans or trousers complete the look.","Package Dimensions:26.2 x 20.5 x 4.2 cm; 250 GramsDate First Available:12 November 2015Manufacturer:Fab Lifestyle Pvt LtdASIN:B082D3HL82Item model number:BFRYBLUESHT02-44Country of Origin:IndiaDepartment:MenManufacturer:Fab Lifestyle Pvt Ltd, FAB LIFESTYLE PRIVATE LIMITED, G-25/35 Gali No-1B, 40 Feet Road, Molarband Ext, Badarpur, New Delhi - 110044, Contact No - 9555982323Packer:Fab Lifestyle Pvt Ltd- H No-G-25/35 Gali No-1B 400 Feet Road Molarband Extn Badarpur New Delhi-110044Item Weight:250 gGeneric Name:Casual Shirt",Color name: Royal BlueMaterial: CottonPattern: solidlong sleeveMachine wash
GRITSTONES Men's Regular FiT-Shirt  ,3.8 out of 5 stars,444,"₹444₹1,499",https://www.amazon.in//GRITSTONES-White-Cotton-Sleeve-GSOMBHSSHRT2549WHTMGRN_XL/dp/B086XFSXV9/ref=sr_1_23?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-23,"Shop from a wide range of Shirt from GRITSTONES . Perfect for your everyday use, you could pair it with a stylish pair of Jeans or Trousers complete the look.",Product Dimensions:30 x 30 x 2 cm; 200 GramsDate First Available:9 April 2020Manufacturer:DB CREATIONSASIN:B086XFSV6HItem part number:GSOMBHSSHRT2549WHTCRL_SDepartment:MenManufacturer:DB CREATIONSItem Weight:200 gItem Dimensions LxWxH:30 x 30 x 2 Centimeters,Fit Type: Regular FitFabric: CottonNeck Style: Button FrontPattern: Tie-Dye
EYEBOGLER Regular Fit Men's Cotton T-Shirt  ,3.9 out of 5 stars,379,"₹379₹1,299",https://www.amazon.in//EYEBOGLER-Regular-Auto-Striper-T-Shirt-M-T285HS-AS7WHDNGR_1/dp/B08CDR8CDG/ref=sr_1_24?dchild=1&keywords=shirts&qid=1620052587&s=computers&sr=1-24,"EyeBogler t-shirts are made up of Polycotton with 180 GSM fabric, not to heavy but simply PERFECT for Indian summer. Our fabrics are tested for shrinkage, colorfastness, and treated with silicone to give the customer the ultimate experience of quality T-shirts.","Product Dimensions:29 x 40 x 1 cm; 240 GramsDate First Available:6 July 2020Manufacturer:Seven Rocks International, Cheema Chowk, Ludhiana.ASIN:B08CDRS2NYItem model number:T285HS1Department:MenManufacturer:Seven Rocks International, Cheema Chowk, Ludhiana., Seven Rocks International, Cheema Chowk, Ludhiana.Packer:Seven Rocks International, Cheema Chowk, Ludhiana.Importer:Seven Rocks International, Cheema Chowk, Ludhiana.Item Weight:240 gItem Dimensions LxWxH:29 x 40 x 1 CentimetersGeneric Name:T-Shirt",Care Instructions: Machine WashFit Type: regular fitCare Instructions: Machine washFit Type: regular fitCotton Polyester Blend: 60% Cotton and 40% PolyesterRegular fit and dimensionally accurate sizeUnique design with excellent durable fabric
,,,,https://www.amazon.in/#s-skipLinkTargetForMainSearchResults,,,
